"altersgruppe","freq","date"
"5-14",276,2020-04-05 18:00:00
"15-24",1110,2020-04-05 18:00:00
"25-34",1715,2020-04-05 18:00:00
"35-44",1731,2020-04-05 18:00:00
"45-54",2544,2020-04-05 18:00:00
"55-64",2034,2020-04-05 18:00:00
">64",2470,2020-04-05 18:00:00
"<5",54,2020-04-05 19:00:00
"5-14",276,2020-04-05 19:00:00
"15-24",1110,2020-04-05 19:00:00
"25-34",1720,2020-04-05 19:00:00
"35-44",1734,2020-04-05 19:00:00
"45-54",2547,2020-04-05 19:00:00
"55-64",2039,2020-04-05 19:00:00
">64",2475,2020-04-05 19:00:00
"<5",54,2020-04-05 20:00:00
"5-14",276,2020-04-05 20:00:00
"15-24",1110,2020-04-05 20:00:00
"25-34",1720,2020-04-05 20:00:00
"35-44",1734,2020-04-05 20:00:00
"45-54",2551,2020-04-05 20:00:00
"55-64",2040,2020-04-05 20:00:00
">64",2478,2020-04-05 20:00:00
"<5",54,2020-04-05 21:00:00
"5-14",276,2020-04-05 21:00:00
"15-24",1110,2020-04-05 21:00:00
"25-34",1721,2020-04-05 21:00:00
"35-44",1734,2020-04-05 21:00:00
"45-54",2554,2020-04-05 21:00:00
"55-64",2044,2020-04-05 21:00:00
">64",2480,2020-04-05 21:00:00
"<5",54,2020-04-05 22:00:00
"5-14",276,2020-04-05 22:00:00
"15-24",1112,2020-04-05 22:00:00
"25-34",1723,2020-04-05 22:00:00
"35-44",1734,2020-04-05 22:00:00
"45-54",2554,2020-04-05 22:00:00
"55-64",2044,2020-04-05 22:00:00
">64",2480,2020-04-05 22:00:00
"<5",54,2020-04-05 23:00:00
"5-14",276,2020-04-05 23:00:00
"15-24",1114,2020-04-05 23:00:00
"25-34",1724,2020-04-05 23:00:00
"35-44",1734,2020-04-05 23:00:00
"45-54",2557,2020-04-05 23:00:00
"55-64",2044,2020-04-05 23:00:00
">64",2480,2020-04-05 23:00:00
