"bundesland";"freq";"date"
"Ktn";307;2020-04-04 09:00:00
"Bgld";210;2020-04-04 09:00:00
"W";1679;2020-04-04 10:00:00
"Vbg";718;2020-04-04 10:00:00
"T";2645;2020-04-04 10:00:00
"Stmk";1234;2020-04-04 10:00:00
"Sbg";1058;2020-04-04 10:00:00
"OÖ";1869;2020-04-04 10:00:00
"NÖ";1862;2020-04-04 10:00:00
"Ktn";307;2020-04-04 10:00:00
"Bgld";217;2020-04-04 10:00:00
"W";1678;2020-04-04 11:00:00
"Vbg";718;2020-04-04 11:00:00
"T";2651;2020-04-04 11:00:00
"Stmk";1237;2020-04-04 11:00:00
"Sbg";1058;2020-04-04 11:00:00
"OÖ";1875;2020-04-04 11:00:00
"NÖ";1862;2020-04-04 11:00:00
"Ktn";307;2020-04-04 11:00:00
"Bgld";217;2020-04-04 11:00:00
"W";1678;2020-04-04 12:00:00
"Vbg";718;2020-04-04 12:00:00
"T";2652;2020-04-04 12:00:00
"Stmk";1237;2020-04-04 12:00:00
"Sbg";1058;2020-04-04 12:00:00
"OÖ";1876;2020-04-04 12:00:00
"NÖ";1862;2020-04-04 12:00:00
"Ktn";308;2020-04-04 12:00:00
"Bgld";217;2020-04-04 12:00:00
"W";1678;2020-04-04 13:00:00
"Vbg";718;2020-04-04 13:00:00
"T";2652;2020-04-04 13:00:00
"Stmk";1237;2020-04-04 13:00:00
"Sbg";1058;2020-04-04 13:00:00
"OÖ";1881;2020-04-04 13:00:00
"NÖ";1862;2020-04-04 13:00:00
"Ktn";308;2020-04-04 13:00:00
"Bgld";217;2020-04-04 13:00:00
"W";1678;2020-04-04 14:00:00
"Vbg";722;2020-04-04 14:00:00
"T";2654;2020-04-04 14:00:00
"Stmk";1249;2020-04-04 14:00:00
"Sbg";1058;2020-04-04 14:00:00
"OÖ";1888;2020-04-04 14:00:00
"NÖ";1863;2020-04-04 14:00:00
"Ktn";310;2020-04-04 14:00:00
"Bgld";224;2020-04-04 14:00:00
