"altersgruppe","freq","date"
"25-34",1658,2020-04-04 09:00:00
"35-44",1678,2020-04-04 09:00:00
"45-54",2463,2020-04-04 09:00:00
"55-64",1978,2020-04-04 09:00:00
">64",2379,2020-04-04 09:00:00
"<5",53,2020-04-04 10:00:00
"5-14",262,2020-04-04 10:00:00
"15-24",1081,2020-04-04 10:00:00
"25-34",1664,2020-04-04 10:00:00
"35-44",1682,2020-04-04 10:00:00
"45-54",2474,2020-04-04 10:00:00
"55-64",1983,2020-04-04 10:00:00
">64",2390,2020-04-04 10:00:00
"<5",53,2020-04-04 11:00:00
"5-14",262,2020-04-04 11:00:00
"15-24",1082,2020-04-04 11:00:00
"25-34",1667,2020-04-04 11:00:00
"35-44",1685,2020-04-04 11:00:00
"45-54",2476,2020-04-04 11:00:00
"55-64",1986,2020-04-04 11:00:00
">64",2392,2020-04-04 11:00:00
"<5",53,2020-04-04 12:00:00
"5-14",262,2020-04-04 12:00:00
"15-24",1083,2020-04-04 12:00:00
"25-34",1667,2020-04-04 12:00:00
"35-44",1687,2020-04-04 12:00:00
"45-54",2476,2020-04-04 12:00:00
"55-64",1986,2020-04-04 12:00:00
">64",2392,2020-04-04 12:00:00
"<5",53,2020-04-04 13:00:00
"5-14",262,2020-04-04 13:00:00
"15-24",1084,2020-04-04 13:00:00
"25-34",1668,2020-04-04 13:00:00
"35-44",1687,2020-04-04 13:00:00
"45-54",2478,2020-04-04 13:00:00
"55-64",1986,2020-04-04 13:00:00
">64",2393,2020-04-04 13:00:00
"<5",53,2020-04-04 14:00:00
"5-14",263,2020-04-04 14:00:00
"15-24",1089,2020-04-04 14:00:00
"25-34",1673,2020-04-04 14:00:00
"35-44",1689,2020-04-04 14:00:00
"45-54",2485,2020-04-04 14:00:00
"55-64",1989,2020-04-04 14:00:00
">64",2405,2020-04-04 14:00:00
"<5",53,2020-04-04 15:00:00
"5-14",263,2020-04-04 15:00:00
"15-24",1088,2020-04-04 15:00:00
"25-34",1674,2020-04-04 15:00:00
"35-44",1694,2020-04-04 15:00:00
"45-54",2490,2020-04-04 15:00:00
"55-64",1989,2020-04-04 15:00:00
">64",2414,2020-04-04 15:00:00
"<5",53,2020-04-04 16:00:00
"5-14",264,2020-04-04 16:00:00
"15-24",1089,2020-04-04 16:00:00
"25-34",1675,2020-04-04 16:00:00
"35-44",1696,2020-04-04 16:00:00
"45-54",2490,2020-04-04 16:00:00
"55-64",1992,2020-04-04 16:00:00
">64",2420,2020-04-04 16:00:00
"<5",53,2020-04-04 17:00:00
"5-14",265,2020-04-04 17:00:00
"15-24",1093,2020-04-04 17:00:00
"25-34",1677,2020-04-04 17:00:00
"35-44",1701,2020-04-04 17:00:00
"45-54",2497,2020-04-04 17:00:00
"55-64",1994,2020-04-04 17:00:00
">64",2422,2020-04-04 17:00:00
"<5",53,2020-04-04 18:00:00
"5-14",267,2020-04-04 18:00:00
"15-24",1094,2020-04-04 18:00:00
"25-34",1678,2020-04-04 18:00:00
"35-44",1703,2020-04-04 18:00:00
"45-54",2498,2020-04-04 18:00:00
"55-64",1997,2020-04-04 18:00:00
">64",2423,2020-04-04 18:00:00
"<5",53,2020-04-04 19:00:00
"5-14",269,2020-04-04 19:00:00
"15-24",1097,2020-04-04 19:00:00
"25-34",1680,2020-04-04 19:00:00
"35-44",1707,2020-04-04 19:00:00
"45-54",2505,2020-04-04 19:00:00
"55-64",2003,2020-04-04 19:00:00
">64",2427,2020-04-04 19:00:00
"<5",53,2020-04-04 20:00:00
"5-14",269,2020-04-04 20:00:00
"15-24",1097,2020-04-04 20:00:00
"25-34",1682,2020-04-04 20:00:00
"35-44",1708,2020-04-04 20:00:00
"45-54",2506,2020-04-04 20:00:00
"55-64",2005,2020-04-04 20:00:00
">64",2433,2020-04-04 20:00:00
"<5",53,2020-04-04 21:00:00
"5-14",270,2020-04-04 21:00:00
"15-24",1098,2020-04-04 21:00:00
"25-34",1686,2020-04-04 21:00:00
"35-44",1709,2020-04-04 21:00:00
"45-54",2507,2020-04-04 21:00:00
"55-64",2009,2020-04-04 21:00:00
">64",2433,2020-04-04 21:00:00
"<5",53,2020-04-04 22:00:00
"5-14",270,2020-04-04 22:00:00
"15-24",1098,2020-04-04 22:00:00
"25-34",1686,2020-04-04 22:00:00
"35-44",1709,2020-04-04 22:00:00
"45-54",2508,2020-04-04 22:00:00
"55-64",2009,2020-04-04 22:00:00
">64",2433,2020-04-04 22:00:00
