"bundesland","freq","date"
"W",676,2020-03-24 18:45:00
"Bgld",86,2020-03-24 19:00:00
"Ktn",144,2020-03-24 19:00:00
"NÖ",633,2020-03-24 19:00:00
"OÖ",831,2020-03-24 19:00:00
"Sbg",454,2020-03-24 19:00:00
"Stmk",583,2020-03-24 19:00:00
"T",1327,2020-03-24 19:00:00
"Vbg",388,2020-03-24 19:00:00
"W",676,2020-03-24 19:00:00
"Bgld",86,2020-03-24 19:15:00
"Ktn",144,2020-03-24 19:15:00
"NÖ",640,2020-03-24 19:15:00
"OÖ",832,2020-03-24 19:15:00
"Sbg",454,2020-03-24 19:15:00
"Stmk",583,2020-03-24 19:15:00
"T",1329,2020-03-24 19:15:00
"Vbg",392,2020-03-24 19:15:00
"W",677,2020-03-24 19:15:00
"Bgld",86,2020-03-24 19:30:00
"Ktn",144,2020-03-24 19:30:00
"NÖ",644,2020-03-24 19:30:00
"OÖ",843,2020-03-24 19:30:00
"Sbg",454,2020-03-24 19:30:00
"Stmk",583,2020-03-24 19:30:00
"T",1330,2020-03-24 19:30:00
"Vbg",392,2020-03-24 19:30:00
"W",677,2020-03-24 19:30:00
"Bgld",86,2020-03-24 19:45:00
"Ktn",144,2020-03-24 19:45:00
"NÖ",650,2020-03-24 19:45:00
"OÖ",847,2020-03-24 19:45:00
"Sbg",454,2020-03-24 19:45:00
"Stmk",583,2020-03-24 19:45:00
"T",1330,2020-03-24 19:45:00
"Vbg",392,2020-03-24 19:45:00
"W",677,2020-03-24 19:45:00
"Bgld",87,2020-03-24 20:00:00
"Ktn",144,2020-03-24 20:00:00
"NÖ",662,2020-03-24 20:00:00
"OÖ",847,2020-03-24 20:00:00
"Sbg",456,2020-03-24 20:00:00
"Stmk",584,2020-03-24 20:00:00
"T",1333,2020-03-24 20:00:00
"Vbg",392,2020-03-24 20:00:00
"W",677,2020-03-24 20:00:00
"Bgld",87,2020-03-24 20:15:00
"Ktn",144,2020-03-24 20:15:00
"NÖ",670,2020-03-24 20:15:00
"OÖ",851,2020-03-24 20:15:00
"Sbg",456,2020-03-24 20:15:00
"Stmk",584,2020-03-24 20:15:00
"T",1333,2020-03-24 20:15:00
"Vbg",392,2020-03-24 20:15:00
"W",677,2020-03-24 20:15:00
"Bgld",87,2020-03-24 20:30:00
"Ktn",144,2020-03-24 20:30:00
"NÖ",679,2020-03-24 20:30:00
"OÖ",853,2020-03-24 20:30:00
"Sbg",478,2020-03-24 20:30:00
"Stmk",584,2020-03-24 20:30:00
"T",1334,2020-03-24 20:30:00
"Vbg",397,2020-03-24 20:30:00
"W",677,2020-03-24 20:30:00
"Bgld",87,2020-03-24 20:45:00
"Ktn",145,2020-03-24 20:45:00
"NÖ",679,2020-03-24 20:45:00
"OÖ",853,2020-03-24 20:45:00
"Sbg",478,2020-03-24 20:45:00
"Stmk",584,2020-03-24 20:45:00
"T",1337,2020-03-24 20:45:00
"Vbg",397,2020-03-24 20:45:00
"W",677,2020-03-24 20:45:00
"Bgld",87,2020-03-24 21:00:00
"Ktn",145,2020-03-24 21:00:00
"NÖ",679,2020-03-24 21:00:00
"OÖ",853,2020-03-24 21:00:00
"Sbg",478,2020-03-24 21:00:00
"Stmk",584,2020-03-24 21:00:00
"T",1338,2020-03-24 21:00:00
"Vbg",397,2020-03-24 21:00:00
"W",677,2020-03-24 21:00:00
"Bgld",87,2020-03-24 21:15:00
"Ktn",145,2020-03-24 21:15:00
"NÖ",679,2020-03-24 21:15:00
"OÖ",853,2020-03-24 21:15:00
"Sbg",478,2020-03-24 21:15:00
"Stmk",584,2020-03-24 21:15:00
"T",1338,2020-03-24 21:15:00
"Vbg",402,2020-03-24 21:15:00
"W",677,2020-03-24 21:15:00
"Bgld",87,2020-03-24 21:30:00
"Ktn",145,2020-03-24 21:30:00
"NÖ",679,2020-03-24 21:30:00
"OÖ",853,2020-03-24 21:30:00
"Sbg",478,2020-03-24 21:30:00
"Stmk",584,2020-03-24 21:30:00
"T",1338,2020-03-24 21:30:00
"Vbg",402,2020-03-24 21:30:00
"W",677,2020-03-24 21:30:00
"Bgld",87,2020-03-24 21:45:00
"Ktn",145,2020-03-24 21:45:00
"NÖ",679,2020-03-24 21:45:00
"OÖ",853,2020-03-24 21:45:00
"Sbg",478,2020-03-24 21:45:00
"Stmk",584,2020-03-24 21:45:00
"T",1338,2020-03-24 21:45:00
"Vbg",402,2020-03-24 21:45:00
"W",677,2020-03-24 21:45:00
"Bgld",87,2020-03-24 22:00:00
"Ktn",145,2020-03-24 22:00:00
"NÖ",679,2020-03-24 22:00:00
"OÖ",853,2020-03-24 22:00:00
"Sbg",478,2020-03-24 22:00:00
"Stmk",584,2020-03-24 22:00:00
"T",1338,2020-03-24 22:00:00
"Vbg",402,2020-03-24 22:00:00
"W",677,2020-03-24 22:00:00
"Bgld",87,2020-03-24 22:15:00
"Ktn",145,2020-03-24 22:15:00
"NÖ",679,2020-03-24 22:15:00
"OÖ",858,2020-03-24 22:15:00
"Sbg",478,2020-03-24 22:15:00
"Stmk",584,2020-03-24 22:15:00
"T",1338,2020-03-24 22:15:00
"Vbg",402,2020-03-24 22:15:00
"W",677,2020-03-24 22:15:00
"Bgld",87,2020-03-24 22:30:00
"Ktn",145,2020-03-24 22:30:00
"NÖ",679,2020-03-24 22:30:00
"OÖ",858,2020-03-24 22:30:00
"Sbg",493,2020-03-24 22:30:00
"Stmk",585,2020-03-24 22:30:00
"T",1338,2020-03-24 22:30:00
"Vbg",402,2020-03-24 22:30:00
"W",677,2020-03-24 22:30:00
"Bgld",87,2020-03-24 22:45:00
"Ktn",145,2020-03-24 22:45:00
"NÖ",679,2020-03-24 22:45:00
"OÖ",858,2020-03-24 22:45:00
"Sbg",493,2020-03-24 22:45:00
"Stmk",585,2020-03-24 22:45:00
"T",1338,2020-03-24 22:45:00
"Vbg",402,2020-03-24 22:45:00
"W",677,2020-03-24 22:45:00
"Bgld",87,2020-03-24 23:00:00
"Ktn",145,2020-03-24 23:00:00
"NÖ",679,2020-03-24 23:00:00
"OÖ",858,2020-03-24 23:00:00
"Sbg",493,2020-03-24 23:00:00
"Stmk",585,2020-03-24 23:00:00
"T",1338,2020-03-24 23:00:00
"Vbg",402,2020-03-24 23:00:00
"W",677,2020-03-24 23:00:00
"Bgld",87,2020-03-24 23:15:00
"Ktn",145,2020-03-24 23:15:00
"NÖ",679,2020-03-24 23:15:00
"OÖ",858,2020-03-24 23:15:00
"Sbg",493,2020-03-24 23:15:00
"Stmk",585,2020-03-24 23:15:00
"T",1338,2020-03-24 23:15:00
"Vbg",402,2020-03-24 23:15:00
"W",677,2020-03-24 23:15:00
"Bgld",87,2020-03-24 23:30:00
"Ktn",145,2020-03-24 23:30:00
"NÖ",679,2020-03-24 23:30:00
"OÖ",858,2020-03-24 23:30:00
"Sbg",493,2020-03-24 23:30:00
"Stmk",585,2020-03-24 23:30:00
"T",1338,2020-03-24 23:30:00
"Vbg",402,2020-03-24 23:30:00
"W",677,2020-03-24 23:30:00
"Bgld",87,2020-03-24 23:45:00
"Ktn",145,2020-03-24 23:45:00
"NÖ",679,2020-03-24 23:45:00
"OÖ",858,2020-03-24 23:45:00
"Sbg",493,2020-03-24 23:45:00
"Stmk",585,2020-03-24 23:45:00
"T",1338,2020-03-24 23:45:00
"Vbg",402,2020-03-24 23:45:00
"W",677,2020-03-24 23:45:00
