"bundesland","freq","date"
"NÖ",1689,2020-04-02 05:00:00
"Ktn",293,2020-04-02 05:00:00
"Bgld",198,2020-04-02 05:00:00
"W",1547,2020-04-02 06:00:00
"Vbg",674,2020-04-02 06:00:00
"T",2453,2020-04-02 06:00:00
"Stmk",1125,2020-04-02 06:00:00
"Sbg",993,2020-04-02 06:00:00
"OÖ",1739,2020-04-02 06:00:00
"NÖ",1689,2020-04-02 06:00:00
"Ktn",293,2020-04-02 06:00:00
"Bgld",198,2020-04-02 06:00:00
"W",1547,2020-04-02 07:00:00
"Vbg",680,2020-04-02 07:00:00
"T",2453,2020-04-02 07:00:00
"Stmk",1125,2020-04-02 07:00:00
"Sbg",993,2020-04-02 07:00:00
"OÖ",1739,2020-04-02 07:00:00
"NÖ",1690,2020-04-02 07:00:00
"Ktn",293,2020-04-02 07:00:00
"Bgld",198,2020-04-02 07:00:00
"W",1548,2020-04-02 08:00:00
"Vbg",680,2020-04-02 08:00:00
"T",2462,2020-04-02 08:00:00
"Stmk",1137,2020-04-02 08:00:00
"Sbg",993,2020-04-02 08:00:00
"OÖ",1739,2020-04-02 08:00:00
"NÖ",1717,2020-04-02 08:00:00
"Ktn",295,2020-04-02 08:00:00
"Bgld",198,2020-04-02 08:00:00
"W",1553,2020-04-02 09:00:00
"Vbg",680,2020-04-02 09:00:00
"T",2478,2020-04-02 09:00:00
"Stmk",1137,2020-04-02 09:00:00
"Sbg",994,2020-04-02 09:00:00
"OÖ",1749,2020-04-02 09:00:00
"NÖ",1721,2020-04-02 09:00:00
"Ktn",298,2020-04-02 09:00:00
"Bgld",199,2020-04-02 09:00:00
"W",1553,2020-04-02 10:00:00
"Vbg",680,2020-04-02 10:00:00
"T",2511,2020-04-02 10:00:00
"Stmk",1135,2020-04-02 10:00:00
"Sbg",993,2020-04-02 10:00:00
"OÖ",1748,2020-04-02 10:00:00
"NÖ",1726,2020-04-02 10:00:00
"Ktn",297,2020-04-02 10:00:00
"Bgld",199,2020-04-02 10:00:00
"W",1554,2020-04-02 11:00:00
"Vbg",680,2020-04-02 11:00:00
"T",2514,2020-04-02 11:00:00
"Stmk",1135,2020-04-02 11:00:00
"Sbg",993,2020-04-02 11:00:00
"OÖ",1754,2020-04-02 11:00:00
"NÖ",1733,2020-04-02 11:00:00
"Ktn",297,2020-04-02 11:00:00
"Bgld",199,2020-04-02 11:00:00
"W",1560,2020-04-02 12:00:00
"Vbg",680,2020-04-02 12:00:00
"T",2519,2020-04-02 12:00:00
"Stmk",1135,2020-04-02 12:00:00
"Sbg",993,2020-04-02 12:00:00
"OÖ",1759,2020-04-02 12:00:00
"NÖ",1733,2020-04-02 12:00:00
"Ktn",297,2020-04-02 12:00:00
"Bgld",201,2020-04-02 12:00:00
"W",1560,2020-04-02 13:00:00
"Vbg",681,2020-04-02 13:00:00
"T",2520,2020-04-02 13:00:00
"Stmk",1146,2020-04-02 13:00:00
"Sbg",994,2020-04-02 13:00:00
"OÖ",1760,2020-04-02 13:00:00
"NÖ",1733,2020-04-02 13:00:00
"Ktn",297,2020-04-02 13:00:00
"Bgld",201,2020-04-02 13:00:00
"W",1567,2020-04-02 14:00:00
"Vbg",681,2020-04-02 14:00:00
"T",2528,2020-04-02 14:00:00
"Stmk",1146,2020-04-02 14:00:00
"Sbg",994,2020-04-02 14:00:00
"OÖ",1774,2020-04-02 14:00:00
"NÖ",1735,2020-04-02 14:00:00
"Ktn",301,2020-04-02 14:00:00
"Bgld",201,2020-04-02 14:00:00
"W",1583,2020-04-02 15:00:00
"Vbg",681,2020-04-02 15:00:00
"T",2531,2020-04-02 15:00:00
"Stmk",1158,2020-04-02 15:00:00
"Sbg",994,2020-04-02 15:00:00
"OÖ",1781,2020-04-02 15:00:00
"NÖ",1738,2020-04-02 15:00:00
"Ktn",300,2020-04-02 15:00:00
"Bgld",201,2020-04-02 15:00:00
"W",1593,2020-04-02 16:00:00
"Vbg",685,2020-04-02 16:00:00
"T",2537,2020-04-02 16:00:00
"Stmk",1161,2020-04-02 16:00:00
"Sbg",995,2020-04-02 16:00:00
"OÖ",1786,2020-04-02 16:00:00
"NÖ",1738,2020-04-02 16:00:00
"Ktn",300,2020-04-02 16:00:00
"Bgld",201,2020-04-02 16:00:00
"W",1603,2020-04-02 17:00:00
"Vbg",694,2020-04-02 17:00:00
"T",2540,2020-04-02 17:00:00
"Stmk",1162,2020-04-02 17:00:00
"Sbg",997,2020-04-02 17:00:00
"OÖ",1790,2020-04-02 17:00:00
"NÖ",1740,2020-04-02 17:00:00
"Ktn",300,2020-04-02 17:00:00
"Bgld",201,2020-04-02 17:00:00
"W",1606,2020-04-02 18:00:00
"Vbg",694,2020-04-02 18:00:00
"T",2562,2020-04-02 18:00:00
"Stmk",1166,2020-04-02 18:00:00
"Sbg",997,2020-04-02 18:00:00
"OÖ",1796,2020-04-02 18:00:00
"NÖ",1740,2020-04-02 18:00:00
"Ktn",300,2020-04-02 18:00:00
"Bgld",202,2020-04-02 18:00:00
"W",1607,2020-04-02 19:00:00
"Vbg",693,2020-04-02 19:00:00
"T",2567,2020-04-02 19:00:00
"Stmk",1169,2020-04-02 19:00:00
"Sbg",997,2020-04-02 19:00:00
"OÖ",1799,2020-04-02 19:00:00
"NÖ",1741,2020-04-02 19:00:00
"Ktn",300,2020-04-02 19:00:00
"Bgld",203,2020-04-02 19:00:00
"W",1607,2020-04-02 20:00:00
"Vbg",693,2020-04-02 20:00:00
"T",2569,2020-04-02 20:00:00
"Stmk",1169,2020-04-02 20:00:00
"Sbg",1017,2020-04-02 20:00:00
"OÖ",1804,2020-04-02 20:00:00
"NÖ",1744,2020-04-02 20:00:00
"Ktn",300,2020-04-02 20:00:00
"Bgld",203,2020-04-02 20:00:00
"W",1607,2020-04-02 21:00:00
"Vbg",695,2020-04-02 21:00:00
"T",2569,2020-04-02 21:00:00
"Stmk",1169,2020-04-02 21:00:00
"Sbg",1017,2020-04-02 21:00:00
"OÖ",1804,2020-04-02 21:00:00
"NÖ",1744,2020-04-02 21:00:00
"Ktn",300,2020-04-02 21:00:00
"Bgld",203,2020-04-02 21:00:00
"W",1607,2020-04-02 22:00:00
"Vbg",695,2020-04-02 22:00:00
"T",2569,2020-04-02 22:00:00
"Stmk",1169,2020-04-02 22:00:00
"Sbg",1031,2020-04-02 22:00:00
"OÖ",1804,2020-04-02 22:00:00
"NÖ",1745,2020-04-02 22:00:00
"Ktn",300,2020-04-02 22:00:00
"Bgld",203,2020-04-02 22:00:00
"W",1607,2020-04-02 23:00:00
"Vbg",697,2020-04-02 23:00:00
"T",2569,2020-04-02 23:00:00
"Stmk",1169,2020-04-02 23:00:00
"Sbg",1033,2020-04-02 23:00:00
"OÖ",1805,2020-04-02 23:00:00
"NÖ",1746,2020-04-02 23:00:00
"Ktn",300,2020-04-02 23:00:00
"Bgld",203,2020-04-02 23:00:00
