"altersgruppe";"freq";"date"
"45-54";882;2020-03-23 15:45:00
"55-64";659;2020-03-23 15:45:00
">64";707;2020-03-23 15:45:00
"<5";10;2020-03-23 16:00:00
"5-14";69;2020-03-23 16:00:00
"15-24";386;2020-03-23 16:00:00
"25-34";670;2020-03-23 16:00:00
"35-44";620;2020-03-23 16:00:00
"45-54";885;2020-03-23 16:00:00
"55-64";664;2020-03-23 16:00:00
">64";714;2020-03-23 16:00:00
"<5";10;2020-03-23 16:15:00
"5-14";69;2020-03-23 16:15:00
"15-24";389;2020-03-23 16:15:00
"25-34";672;2020-03-23 16:15:00
"35-44";625;2020-03-23 16:15:00
"45-54";891;2020-03-23 16:15:00
"55-64";667;2020-03-23 16:15:00
">64";719;2020-03-23 16:15:00
"<5";10;2020-03-23 16:30:00
"5-14";69;2020-03-23 16:30:00
"15-24";392;2020-03-23 16:30:00
"25-34";676;2020-03-23 16:30:00
"35-44";626;2020-03-23 16:30:00
"45-54";892;2020-03-23 16:30:00
"55-64";670;2020-03-23 16:30:00
">64";722;2020-03-23 16:30:00
"<5";10;2020-03-23 16:45:00
"5-14";70;2020-03-23 16:45:00
"15-24";392;2020-03-23 16:45:00
"25-34";680;2020-03-23 16:45:00
"35-44";629;2020-03-23 16:45:00
"45-54";897;2020-03-23 16:45:00
"55-64";673;2020-03-23 16:45:00
">64";724;2020-03-23 16:45:00
"<5";10;2020-03-23 17:00:00
"5-14";70;2020-03-23 17:00:00
"15-24";393;2020-03-23 17:00:00
"25-34";685;2020-03-23 17:00:00
"35-44";631;2020-03-23 17:00:00
"45-54";904;2020-03-23 17:00:00
"55-64";676;2020-03-23 17:00:00
">64";728;2020-03-23 17:00:00
"<5";10;2020-03-23 17:15:00
"5-14";72;2020-03-23 17:15:00
"15-24";415;2020-03-23 17:15:00
"25-34";718;2020-03-23 17:15:00
"35-44";659;2020-03-23 17:15:00
"45-54";952;2020-03-23 17:15:00
"55-64";709;2020-03-23 17:15:00
">64";761;2020-03-23 17:15:00
"<5";10;2020-03-23 17:30:00
"5-14";72;2020-03-23 17:30:00
"15-24";415;2020-03-23 17:30:00
"25-34";719;2020-03-23 17:30:00
"35-44";661;2020-03-23 17:30:00
"45-54";953;2020-03-23 17:30:00
"55-64";712;2020-03-23 17:30:00
">64";764;2020-03-23 17:30:00
"<5";12;2020-03-23 17:45:00
"5-14";72;2020-03-23 17:45:00
"15-24";420;2020-03-23 17:45:00
"25-34";719;2020-03-23 17:45:00
"35-44";665;2020-03-23 17:45:00
"45-54";962;2020-03-23 17:45:00
"55-64";716;2020-03-23 17:45:00
">64";769;2020-03-23 17:45:00
"<5";12;2020-03-23 18:00:00
"5-14";72;2020-03-23 18:00:00
"15-24";421;2020-03-23 18:00:00
"25-34";722;2020-03-23 18:00:00
"35-44";665;2020-03-23 18:00:00
"45-54";965;2020-03-23 18:00:00
"55-64";720;2020-03-23 18:00:00
">64";769;2020-03-23 18:00:00
"<5";12;2020-03-23 18:15:00
"5-14";72;2020-03-23 18:15:00
"15-24";426;2020-03-23 18:15:00
"25-34";726;2020-03-23 18:15:00
"35-44";670;2020-03-23 18:15:00
"45-54";974;2020-03-23 18:15:00
"55-64";722;2020-03-23 18:15:00
">64";772;2020-03-23 18:15:00
"<5";12;2020-03-23 18:30:00
"5-14";72;2020-03-23 18:30:00
"15-24";426;2020-03-23 18:30:00
"25-34";727;2020-03-23 18:30:00
"35-44";670;2020-03-23 18:30:00
"45-54";975;2020-03-23 18:30:00
"55-64";722;2020-03-23 18:30:00
">64";772;2020-03-23 18:30:00
"<5";12;2020-03-23 18:45:00
"5-14";72;2020-03-23 18:45:00
"15-24";426;2020-03-23 18:45:00
"25-34";731;2020-03-23 18:45:00
"35-44";670;2020-03-23 18:45:00
"45-54";984;2020-03-23 18:45:00
"55-64";725;2020-03-23 18:45:00
">64";776;2020-03-23 18:45:00
"<5";12;2020-03-23 19:00:00
"5-14";72;2020-03-23 19:00:00
"15-24";428;2020-03-23 19:00:00
"25-34";733;2020-03-23 19:00:00
"35-44";673;2020-03-23 19:00:00
"45-54";996;2020-03-23 19:00:00
"55-64";729;2020-03-23 19:00:00
">64";783;2020-03-23 19:00:00
"<5";12;2020-03-23 19:15:00
"5-14";72;2020-03-23 19:15:00
"15-24";428;2020-03-23 19:15:00
"25-34";735;2020-03-23 19:15:00
"35-44";673;2020-03-23 19:15:00
"45-54";999;2020-03-23 19:15:00
"55-64";731;2020-03-23 19:15:00
">64";786;2020-03-23 19:15:00
"<5";12;2020-03-23 19:30:00
"5-14";72;2020-03-23 19:30:00
"15-24";428;2020-03-23 19:30:00
"25-34";736;2020-03-23 19:30:00
"35-44";674;2020-03-23 19:30:00
"45-54";999;2020-03-23 19:30:00
"55-64";731;2020-03-23 19:30:00
">64";787;2020-03-23 19:30:00
"<5";12;2020-03-23 19:45:00
"5-14";72;2020-03-23 19:45:00
"15-24";431;2020-03-23 19:45:00
"25-34";739;2020-03-23 19:45:00
"35-44";676;2020-03-23 19:45:00
"45-54";999;2020-03-23 19:45:00
"55-64";731;2020-03-23 19:45:00
">64";787;2020-03-23 19:45:00
"<5";12;2020-03-23 20:00:00
"5-14";72;2020-03-23 20:00:00
"15-24";432;2020-03-23 20:00:00
"25-34";741;2020-03-23 20:00:00
"35-44";677;2020-03-23 20:00:00
"45-54";1000;2020-03-23 20:00:00
"55-64";731;2020-03-23 20:00:00
">64";788;2020-03-23 20:00:00
"<5";12;2020-03-23 20:15:00
"5-14";72;2020-03-23 20:15:00
"15-24";433;2020-03-23 20:15:00
"25-34";743;2020-03-23 20:15:00
"35-44";678;2020-03-23 20:15:00
"45-54";1004;2020-03-23 20:15:00
"55-64";734;2020-03-23 20:15:00
">64";789;2020-03-23 20:15:00
"<5";12;2020-03-23 20:30:00
"5-14";72;2020-03-23 20:30:00
"15-24";433;2020-03-23 20:30:00
"25-34";743;2020-03-23 20:30:00
"35-44";678;2020-03-23 20:30:00
"45-54";1005;2020-03-23 20:30:00
"55-64";734;2020-03-23 20:30:00
">64";791;2020-03-23 20:30:00
"<5";12;2020-03-23 20:45:00
"5-14";72;2020-03-23 20:45:00
"15-24";435;2020-03-23 20:45:00
"25-34";744;2020-03-23 20:45:00
"35-44";679;2020-03-23 20:45:00
"45-54";1006;2020-03-23 20:45:00
"55-64";736;2020-03-23 20:45:00
">64";792;2020-03-23 20:45:00
"<5";12;2020-03-23 21:00:00
"5-14";72;2020-03-23 21:00:00
"15-24";435;2020-03-23 21:00:00
"25-34";745;2020-03-23 21:00:00
"35-44";680;2020-03-23 21:00:00
"45-54";1006;2020-03-23 21:00:00
"55-64";736;2020-03-23 21:00:00
">64";792;2020-03-23 21:00:00
"<5";12;2020-03-23 21:15:00
"5-14";72;2020-03-23 21:15:00
"15-24";435;2020-03-23 21:15:00
"25-34";744;2020-03-23 21:15:00
"35-44";680;2020-03-23 21:15:00
"45-54";1006;2020-03-23 21:15:00
"55-64";736;2020-03-23 21:15:00
">64";792;2020-03-23 21:15:00
"<5";12;2020-03-23 21:30:00
"5-14";72;2020-03-23 21:30:00
"15-24";434;2020-03-23 21:30:00
"25-34";743;2020-03-23 21:30:00
"35-44";680;2020-03-23 21:30:00
"45-54";1006;2020-03-23 21:30:00
"55-64";734;2020-03-23 21:30:00
">64";792;2020-03-23 21:30:00
