"bundesland";"freq";"date"
"Sbg";358;2020-03-23 09:45:00
"Stmk";454;2020-03-23 09:45:00
"T";676;2020-03-23 09:45:00
"Vbg";309;2020-03-23 09:45:00
"W";452;2020-03-23 09:45:00
"Bgld";64;2020-03-23 10:00:00
"Ktn";115;2020-03-23 10:00:00
"NÖ";519;2020-03-23 10:00:00
"OÖ";696;2020-03-23 10:00:00
"Sbg";358;2020-03-23 10:00:00
"Stmk";454;2020-03-23 10:00:00
"T";676;2020-03-23 10:00:00
"Vbg";309;2020-03-23 10:00:00
"W";452;2020-03-23 10:00:00
"Bgld";64;2020-03-23 10:15:00
"Ktn";115;2020-03-23 10:15:00
"NÖ";519;2020-03-23 10:15:00
"OÖ";696;2020-03-23 10:15:00
"Sbg";358;2020-03-23 10:15:00
"Stmk";455;2020-03-23 10:15:00
"T";678;2020-03-23 10:15:00
"Vbg";309;2020-03-23 10:15:00
"W";452;2020-03-23 10:15:00
"Bgld";64;2020-03-23 10:30:00
"Ktn";115;2020-03-23 10:30:00
"NÖ";519;2020-03-23 10:30:00
"OÖ";696;2020-03-23 10:30:00
"Sbg";362;2020-03-23 10:30:00
"Stmk";460;2020-03-23 10:30:00
"T";686;2020-03-23 10:30:00
"Vbg";309;2020-03-23 10:30:00
"W";452;2020-03-23 10:30:00
"Bgld";64;2020-03-23 10:45:00
"Ktn";119;2020-03-23 10:45:00
"NÖ";519;2020-03-23 10:45:00
"OÖ";697;2020-03-23 10:45:00
"Sbg";362;2020-03-23 10:45:00
"Stmk";461;2020-03-23 10:45:00
"T";686;2020-03-23 10:45:00
"Vbg";309;2020-03-23 10:45:00
"W";452;2020-03-23 10:45:00
"Bgld";64;2020-03-23 11:00:00
"Ktn";121;2020-03-23 11:00:00
"NÖ";519;2020-03-23 11:00:00
"OÖ";697;2020-03-23 11:00:00
"Sbg";362;2020-03-23 11:00:00
"Stmk";461;2020-03-23 11:00:00
"T";694;2020-03-23 11:00:00
"Vbg";309;2020-03-23 11:00:00
"W";452;2020-03-23 11:00:00
"Bgld";64;2020-03-23 11:15:00
"Ktn";121;2020-03-23 11:15:00
"NÖ";519;2020-03-23 11:15:00
"OÖ";698;2020-03-23 11:15:00
"Sbg";362;2020-03-23 11:15:00
"Stmk";461;2020-03-23 11:15:00
"T";709;2020-03-23 11:15:00
"Vbg";309;2020-03-23 11:15:00
"W";452;2020-03-23 11:15:00
"Bgld";64;2020-03-23 11:30:00
"Ktn";121;2020-03-23 11:30:00
"NÖ";519;2020-03-23 11:30:00
"OÖ";698;2020-03-23 11:30:00
"Sbg";362;2020-03-23 11:30:00
"Stmk";461;2020-03-23 11:30:00
"T";712;2020-03-23 11:30:00
"Vbg";309;2020-03-23 11:30:00
"W";452;2020-03-23 11:30:00
"Bgld";64;2020-03-23 11:45:00
"Ktn";121;2020-03-23 11:45:00
"NÖ";522;2020-03-23 11:45:00
"OÖ";698;2020-03-23 11:45:00
"Sbg";362;2020-03-23 11:45:00
"Stmk";461;2020-03-23 11:45:00
"T";730;2020-03-23 11:45:00
"Vbg";309;2020-03-23 11:45:00
"W";456;2020-03-23 11:45:00
"Bgld";64;2020-03-23 12:00:00
"Ktn";121;2020-03-23 12:00:00
"NÖ";527;2020-03-23 12:00:00
"OÖ";698;2020-03-23 12:00:00
"Sbg";362;2020-03-23 12:00:00
"Stmk";461;2020-03-23 12:00:00
"T";750;2020-03-23 12:00:00
"Vbg";319;2020-03-23 12:00:00
"W";457;2020-03-23 12:00:00
"Bgld";66;2020-03-23 12:15:00
"Ktn";121;2020-03-23 12:15:00
"NÖ";535;2020-03-23 12:15:00
"OÖ";698;2020-03-23 12:15:00
"Sbg";362;2020-03-23 12:15:00
"Stmk";461;2020-03-23 12:15:00
"T";754;2020-03-23 12:15:00
"Vbg";319;2020-03-23 12:15:00
"W";457;2020-03-23 12:15:00
"Bgld";70;2020-03-23 12:30:00
"Ktn";121;2020-03-23 12:30:00
"NÖ";540;2020-03-23 12:30:00
"OÖ";698;2020-03-23 12:30:00
"Sbg";362;2020-03-23 12:30:00
"Stmk";461;2020-03-23 12:30:00
"T";754;2020-03-23 12:30:00
"Vbg";319;2020-03-23 12:30:00
"W";459;2020-03-23 12:30:00
"Bgld";71;2020-03-23 12:45:00
"Ktn";121;2020-03-23 12:45:00
"NÖ";550;2020-03-23 12:45:00
"OÖ";701;2020-03-23 12:45:00
"Sbg";362;2020-03-23 12:45:00
"Stmk";461;2020-03-23 12:45:00
"T";757;2020-03-23 12:45:00
"Vbg";319;2020-03-23 12:45:00
"W";464;2020-03-23 12:45:00
"Bgld";71;2020-03-23 13:00:00
"Ktn";121;2020-03-23 13:00:00
"NÖ";555;2020-03-23 13:00:00
"OÖ";703;2020-03-23 13:00:00
"Sbg";362;2020-03-23 13:00:00
"Stmk";461;2020-03-23 13:00:00
"T";765;2020-03-23 13:00:00
"Vbg";319;2020-03-23 13:00:00
"W";471;2020-03-23 13:00:00
"Bgld";71;2020-03-23 13:15:00
"Ktn";122;2020-03-23 13:15:00
"NÖ";558;2020-03-23 13:15:00
"OÖ";703;2020-03-23 13:15:00
"Sbg";363;2020-03-23 13:15:00
"Stmk";461;2020-03-23 13:15:00
"T";767;2020-03-23 13:15:00
"Vbg";319;2020-03-23 13:15:00
"W";474;2020-03-23 13:15:00
"Bgld";71;2020-03-23 13:30:00
"Ktn";122;2020-03-23 13:30:00
"NÖ";562;2020-03-23 13:30:00
"OÖ";703;2020-03-23 13:30:00
"Sbg";363;2020-03-23 13:30:00
"Stmk";461;2020-03-23 13:30:00
"T";773;2020-03-23 13:30:00
"Vbg";319;2020-03-23 13:30:00
"W";474;2020-03-23 13:30:00
"Bgld";71;2020-03-23 13:45:00
"Ktn";122;2020-03-23 13:45:00
"NÖ";566;2020-03-23 13:45:00
"OÖ";707;2020-03-23 13:45:00
"Sbg";363;2020-03-23 13:45:00
"Stmk";461;2020-03-23 13:45:00
"T";781;2020-03-23 13:45:00
"Vbg";319;2020-03-23 13:45:00
"W";475;2020-03-23 13:45:00
"Bgld";71;2020-03-23 14:00:00
"Ktn";122;2020-03-23 14:00:00
"NÖ";567;2020-03-23 14:00:00
"OÖ";707;2020-03-23 14:00:00
"Sbg";363;2020-03-23 14:00:00
"Stmk";469;2020-03-23 14:00:00
"T";795;2020-03-23 14:00:00
"Vbg";323;2020-03-23 14:00:00
"W";475;2020-03-23 14:00:00
"Bgld";71;2020-03-23 14:15:00
"Ktn";122;2020-03-23 14:15:00
"NÖ";566;2020-03-23 14:15:00
"OÖ";707;2020-03-23 14:15:00
"Sbg";372;2020-03-23 14:15:00
"Stmk";486;2020-03-23 14:15:00
"T";800;2020-03-23 14:15:00
"Vbg";323;2020-03-23 14:15:00
"W";476;2020-03-23 14:15:00
"Bgld";71;2020-03-23 14:30:00
"Ktn";122;2020-03-23 14:30:00
"NÖ";564;2020-03-23 14:30:00
"OÖ";707;2020-03-23 14:30:00
"Sbg";372;2020-03-23 14:30:00
"Stmk";486;2020-03-23 14:30:00
"T";803;2020-03-23 14:30:00
"Vbg";323;2020-03-23 14:30:00
"W";476;2020-03-23 14:30:00
"Bgld";71;2020-03-23 14:45:00
"Ktn";122;2020-03-23 14:45:00
"NÖ";564;2020-03-23 14:45:00
"OÖ";707;2020-03-23 14:45:00
"Sbg";372;2020-03-23 14:45:00
"Stmk";486;2020-03-23 14:45:00
"T";804;2020-03-23 14:45:00
"Vbg";323;2020-03-23 14:45:00
"W";478;2020-03-23 14:45:00
"Bgld";72;2020-03-23 15:00:00
"Ktn";123;2020-03-23 15:00:00
"NÖ";570;2020-03-23 15:00:00
"OÖ";708;2020-03-23 15:00:00
"Sbg";372;2020-03-23 15:00:00
"Stmk";489;2020-03-23 15:00:00
"T";808;2020-03-23 15:00:00
"Vbg";323;2020-03-23 15:00:00
"W";478;2020-03-23 15:00:00
