"altersgruppe","freq","date"
"55-64",888,2020-03-25 02:00:00
">64",963,2020-03-25 02:00:00
"<5",16,2020-03-25 02:15:00
"5-14",80,2020-03-25 02:15:00
"15-24",490,2020-03-25 02:15:00
"25-34",851,2020-03-25 02:15:00
"35-44",808,2020-03-25 02:15:00
"45-54",1168,2020-03-25 02:15:00
"55-64",888,2020-03-25 02:15:00
">64",963,2020-03-25 02:15:00
"<5",16,2020-03-25 02:30:00
"5-14",80,2020-03-25 02:30:00
"15-24",490,2020-03-25 02:30:00
"25-34",851,2020-03-25 02:30:00
"35-44",808,2020-03-25 02:30:00
"45-54",1168,2020-03-25 02:30:00
"55-64",888,2020-03-25 02:30:00
">64",963,2020-03-25 02:30:00
"<5",16,2020-03-25 02:45:00
"5-14",80,2020-03-25 02:45:00
"15-24",490,2020-03-25 02:45:00
"25-34",851,2020-03-25 02:45:00
"35-44",808,2020-03-25 02:45:00
"45-54",1168,2020-03-25 02:45:00
"55-64",888,2020-03-25 02:45:00
">64",963,2020-03-25 02:45:00
"<5",16,2020-03-25 03:00:00
"5-14",80,2020-03-25 03:00:00
"15-24",490,2020-03-25 03:00:00
"25-34",851,2020-03-25 03:00:00
"35-44",808,2020-03-25 03:00:00
"45-54",1168,2020-03-25 03:00:00
"55-64",888,2020-03-25 03:00:00
">64",963,2020-03-25 03:00:00
"<5",16,2020-03-25 03:15:00
"5-14",80,2020-03-25 03:15:00
"15-24",490,2020-03-25 03:15:00
"25-34",851,2020-03-25 03:15:00
"35-44",808,2020-03-25 03:15:00
"45-54",1168,2020-03-25 03:15:00
"55-64",888,2020-03-25 03:15:00
">64",963,2020-03-25 03:15:00
"<5",16,2020-03-25 03:30:00
"5-14",80,2020-03-25 03:30:00
"15-24",490,2020-03-25 03:30:00
"25-34",851,2020-03-25 03:30:00
"35-44",808,2020-03-25 03:30:00
"45-54",1168,2020-03-25 03:30:00
"55-64",888,2020-03-25 03:30:00
">64",963,2020-03-25 03:30:00
"<5",16,2020-03-25 03:45:00
"5-14",80,2020-03-25 03:45:00
"15-24",490,2020-03-25 03:45:00
"25-34",851,2020-03-25 03:45:00
"35-44",808,2020-03-25 03:45:00
"45-54",1168,2020-03-25 03:45:00
"55-64",888,2020-03-25 03:45:00
">64",963,2020-03-25 03:45:00
"<5",16,2020-03-25 04:00:00
"5-14",80,2020-03-25 04:00:00
"15-24",490,2020-03-25 04:00:00
"25-34",851,2020-03-25 04:00:00
"35-44",808,2020-03-25 04:00:00
"45-54",1168,2020-03-25 04:00:00
"55-64",888,2020-03-25 04:00:00
">64",963,2020-03-25 04:00:00
"<5",16,2020-03-25 04:15:00
"5-14",80,2020-03-25 04:15:00
"15-24",490,2020-03-25 04:15:00
"25-34",851,2020-03-25 04:15:00
"35-44",808,2020-03-25 04:15:00
"45-54",1168,2020-03-25 04:15:00
"55-64",888,2020-03-25 04:15:00
">64",963,2020-03-25 04:15:00
"<5",16,2020-03-25 04:30:00
"5-14",80,2020-03-25 04:30:00
"15-24",490,2020-03-25 04:30:00
"25-34",851,2020-03-25 04:30:00
"35-44",808,2020-03-25 04:30:00
"45-54",1168,2020-03-25 04:30:00
"55-64",888,2020-03-25 04:30:00
">64",963,2020-03-25 04:30:00
"<5",16,2020-03-25 04:45:00
"5-14",80,2020-03-25 04:45:00
"15-24",490,2020-03-25 04:45:00
"25-34",851,2020-03-25 04:45:00
"35-44",808,2020-03-25 04:45:00
"45-54",1168,2020-03-25 04:45:00
"55-64",888,2020-03-25 04:45:00
">64",963,2020-03-25 04:45:00
"<5",16,2020-03-25 05:00:00
"5-14",80,2020-03-25 05:00:00
"15-24",490,2020-03-25 05:00:00
"25-34",851,2020-03-25 05:00:00
"35-44",808,2020-03-25 05:00:00
"45-54",1168,2020-03-25 05:00:00
"55-64",888,2020-03-25 05:00:00
">64",963,2020-03-25 05:00:00
"<5",16,2020-03-25 05:15:00
"5-14",80,2020-03-25 05:15:00
"15-24",490,2020-03-25 05:15:00
"25-34",851,2020-03-25 05:15:00
"35-44",808,2020-03-25 05:15:00
"45-54",1168,2020-03-25 05:15:00
"55-64",888,2020-03-25 05:15:00
">64",963,2020-03-25 05:15:00
"<5",16,2020-03-25 05:30:00
"5-14",80,2020-03-25 05:30:00
"15-24",490,2020-03-25 05:30:00
"25-34",851,2020-03-25 05:30:00
"35-44",808,2020-03-25 05:30:00
"45-54",1168,2020-03-25 05:30:00
"55-64",888,2020-03-25 05:30:00
">64",963,2020-03-25 05:30:00
"<5",16,2020-03-25 05:45:00
"5-14",80,2020-03-25 05:45:00
"15-24",490,2020-03-25 05:45:00
"25-34",851,2020-03-25 05:45:00
"35-44",808,2020-03-25 05:45:00
"45-54",1168,2020-03-25 05:45:00
"55-64",888,2020-03-25 05:45:00
">64",963,2020-03-25 05:45:00
"<5",16,2020-03-25 06:00:00
"5-14",80,2020-03-25 06:00:00
"15-24",490,2020-03-25 06:00:00
"25-34",851,2020-03-25 06:00:00
"35-44",808,2020-03-25 06:00:00
"45-54",1168,2020-03-25 06:00:00
"55-64",888,2020-03-25 06:00:00
">64",963,2020-03-25 06:00:00
"<5",16,2020-03-25 06:15:00
"5-14",80,2020-03-25 06:15:00
"15-24",490,2020-03-25 06:15:00
"25-34",851,2020-03-25 06:15:00
"35-44",808,2020-03-25 06:15:00
"45-54",1168,2020-03-25 06:15:00
"55-64",888,2020-03-25 06:15:00
">64",963,2020-03-25 06:15:00
"<5",16,2020-03-25 06:30:00
"5-14",80,2020-03-25 06:30:00
"15-24",490,2020-03-25 06:30:00
"25-34",851,2020-03-25 06:30:00
"35-44",808,2020-03-25 06:30:00
"45-54",1168,2020-03-25 06:30:00
"55-64",889,2020-03-25 06:30:00
">64",963,2020-03-25 06:30:00
"<5",16,2020-03-25 06:45:00
"5-14",80,2020-03-25 06:45:00
"15-24",490,2020-03-25 06:45:00
"25-34",851,2020-03-25 06:45:00
"35-44",808,2020-03-25 06:45:00
"45-54",1168,2020-03-25 06:45:00
"55-64",889,2020-03-25 06:45:00
">64",963,2020-03-25 06:45:00
"<5",16,2020-03-25 07:00:00
"5-14",80,2020-03-25 07:00:00
"15-24",490,2020-03-25 07:00:00
"25-34",851,2020-03-25 07:00:00
"35-44",808,2020-03-25 07:00:00
"45-54",1168,2020-03-25 07:00:00
"55-64",889,2020-03-25 07:00:00
">64",963,2020-03-25 07:00:00
"<5",16,2020-03-25 07:15:00
"5-14",80,2020-03-25 07:15:00
"15-24",490,2020-03-25 07:15:00
"25-34",851,2020-03-25 07:15:00
"35-44",808,2020-03-25 07:15:00
"45-54",1168,2020-03-25 07:15:00
"55-64",890,2020-03-25 07:15:00
">64",963,2020-03-25 07:15:00
"<5",16,2020-03-25 07:30:00
"5-14",80,2020-03-25 07:30:00
"15-24",490,2020-03-25 07:30:00
"25-34",853,2020-03-25 07:30:00
"35-44",808,2020-03-25 07:30:00
"45-54",1168,2020-03-25 07:30:00
"55-64",890,2020-03-25 07:30:00
">64",964,2020-03-25 07:30:00
"<5",16,2020-03-25 07:45:00
"5-14",80,2020-03-25 07:45:00
"15-24",491,2020-03-25 07:45:00
"25-34",854,2020-03-25 07:45:00
"35-44",809,2020-03-25 07:45:00
"45-54",1168,2020-03-25 07:45:00
"55-64",891,2020-03-25 07:45:00
">64",964,2020-03-25 07:45:00
"<5",16,2020-03-25 08:00:00
"5-14",80,2020-03-25 08:00:00
"15-24",491,2020-03-25 08:00:00
"25-34",856,2020-03-25 08:00:00
"35-44",810,2020-03-25 08:00:00
"45-54",1169,2020-03-25 08:00:00
"55-64",893,2020-03-25 08:00:00
">64",967,2020-03-25 08:00:00
"<5",16,2020-03-25 08:15:00
"5-14",80,2020-03-25 08:15:00
"15-24",491,2020-03-25 08:15:00
"25-34",857,2020-03-25 08:15:00
"35-44",811,2020-03-25 08:15:00
"45-54",1171,2020-03-25 08:15:00
"55-64",895,2020-03-25 08:15:00
">64",967,2020-03-25 08:15:00
"<5",16,2020-03-25 08:30:00
"5-14",80,2020-03-25 08:30:00
"15-24",492,2020-03-25 08:30:00
"25-34",858,2020-03-25 08:30:00
"35-44",816,2020-03-25 08:30:00
"45-54",1173,2020-03-25 08:30:00
"55-64",901,2020-03-25 08:30:00
">64",979,2020-03-25 08:30:00
"<5",16,2020-03-25 08:45:00
"5-14",81,2020-03-25 08:45:00
"15-24",499,2020-03-25 08:45:00
"25-34",862,2020-03-25 08:45:00
"35-44",823,2020-03-25 08:45:00
"45-54",1182,2020-03-25 08:45:00
"55-64",916,2020-03-25 08:45:00
">64",989,2020-03-25 08:45:00
"<5",16,2020-03-25 09:00:00
"5-14",81,2020-03-25 09:00:00
"15-24",500,2020-03-25 09:00:00
"25-34",866,2020-03-25 09:00:00
"35-44",825,2020-03-25 09:00:00
"45-54",1185,2020-03-25 09:00:00
"55-64",922,2020-03-25 09:00:00
">64",999,2020-03-25 09:00:00
"<5",16,2020-03-25 09:15:00
"5-14",81,2020-03-25 09:15:00
"15-24",501,2020-03-25 09:15:00
"25-34",870,2020-03-25 09:15:00
"35-44",828,2020-03-25 09:15:00
"45-54",1189,2020-03-25 09:15:00
"55-64",928,2020-03-25 09:15:00
">64",1005,2020-03-25 09:15:00
"<5",16,2020-03-25 09:30:00
"5-14",81,2020-03-25 09:30:00
"15-24",501,2020-03-25 09:30:00
"25-34",869,2020-03-25 09:30:00
"35-44",829,2020-03-25 09:30:00
"45-54",1191,2020-03-25 09:30:00
"55-64",929,2020-03-25 09:30:00
">64",1011,2020-03-25 09:30:00
"<5",16,2020-03-25 09:45:00
"5-14",81,2020-03-25 09:45:00
"15-24",502,2020-03-25 09:45:00
"25-34",870,2020-03-25 09:45:00
"35-44",832,2020-03-25 09:45:00
"45-54",1195,2020-03-25 09:45:00
"55-64",933,2020-03-25 09:45:00
">64",1019,2020-03-25 09:45:00
"<5",16,2020-03-25 10:00:00
"5-14",81,2020-03-25 10:00:00
"15-24",502,2020-03-25 10:00:00
"25-34",873,2020-03-25 10:00:00
"35-44",835,2020-03-25 10:00:00
"45-54",1199,2020-03-25 10:00:00
"55-64",936,2020-03-25 10:00:00
">64",1020,2020-03-25 10:00:00
"<5",16,2020-03-25 10:15:00
"5-14",81,2020-03-25 10:15:00
"15-24",503,2020-03-25 10:15:00
"25-34",873,2020-03-25 10:15:00
"35-44",838,2020-03-25 10:15:00
"45-54",1202,2020-03-25 10:15:00
"55-64",936,2020-03-25 10:15:00
">64",1020,2020-03-25 10:15:00
"<5",16,2020-03-25 10:30:00
"5-14",81,2020-03-25 10:30:00
"15-24",506,2020-03-25 10:30:00
"25-34",874,2020-03-25 10:30:00
"35-44",839,2020-03-25 10:30:00
"45-54",1206,2020-03-25 10:30:00
"55-64",936,2020-03-25 10:30:00
">64",1022,2020-03-25 10:30:00
"<5",16,2020-03-25 10:45:00
"5-14",81,2020-03-25 10:45:00
"15-24",507,2020-03-25 10:45:00
"25-34",874,2020-03-25 10:45:00
"35-44",839,2020-03-25 10:45:00
"45-54",1207,2020-03-25 10:45:00
"55-64",938,2020-03-25 10:45:00
">64",1023,2020-03-25 10:45:00
"<5",16,2020-03-25 11:00:00
"5-14",81,2020-03-25 11:00:00
"15-24",507,2020-03-25 11:00:00
"25-34",874,2020-03-25 11:00:00
"35-44",839,2020-03-25 11:00:00
"45-54",1207,2020-03-25 11:00:00
"55-64",938,2020-03-25 11:00:00
">64",1023,2020-03-25 11:00:00
"<5",16,2020-03-25 11:15:00
"5-14",81,2020-03-25 11:15:00
"15-24",507,2020-03-25 11:15:00
"25-34",876,2020-03-25 11:15:00
"35-44",841,2020-03-25 11:15:00
"45-54",1210,2020-03-25 11:15:00
"55-64",940,2020-03-25 11:15:00
">64",1023,2020-03-25 11:15:00
"<5",16,2020-03-25 11:30:00
"5-14",81,2020-03-25 11:30:00
"15-24",507,2020-03-25 11:30:00
"25-34",876,2020-03-25 11:30:00
"35-44",841,2020-03-25 11:30:00
"45-54",1211,2020-03-25 11:30:00
"55-64",940,2020-03-25 11:30:00
">64",1023,2020-03-25 11:30:00
"<5",16,2020-03-25 11:45:00
"5-14",81,2020-03-25 11:45:00
"15-24",507,2020-03-25 11:45:00
"25-34",876,2020-03-25 11:45:00
"35-44",841,2020-03-25 11:45:00
"45-54",1211,2020-03-25 11:45:00
"55-64",940,2020-03-25 11:45:00
">64",1024,2020-03-25 11:45:00
"<5",16,2020-03-25 12:00:00
"5-14",81,2020-03-25 12:00:00
"15-24",508,2020-03-25 12:00:00
"25-34",876,2020-03-25 12:00:00
"35-44",842,2020-03-25 12:00:00
"45-54",1211,2020-03-25 12:00:00
"55-64",941,2020-03-25 12:00:00
">64",1024,2020-03-25 12:00:00
"<5",16,2020-03-25 12:15:00
"5-14",81,2020-03-25 12:15:00
"15-24",507,2020-03-25 12:15:00
"25-34",876,2020-03-25 12:15:00
"35-44",843,2020-03-25 12:15:00
"45-54",1208,2020-03-25 12:15:00
"55-64",940,2020-03-25 12:15:00
">64",1024,2020-03-25 12:15:00
"<5",16,2020-03-25 12:30:00
"5-14",81,2020-03-25 12:30:00
"15-24",509,2020-03-25 12:30:00
"25-34",881,2020-03-25 12:30:00
"35-44",845,2020-03-25 12:30:00
"45-54",1210,2020-03-25 12:30:00
"55-64",943,2020-03-25 12:30:00
">64",1025,2020-03-25 12:30:00
"<5",16,2020-03-25 12:45:00
"5-14",81,2020-03-25 12:45:00
"15-24",509,2020-03-25 12:45:00
"25-34",881,2020-03-25 12:45:00
"35-44",845,2020-03-25 12:45:00
"45-54",1210,2020-03-25 12:45:00
"55-64",944,2020-03-25 12:45:00
">64",1026,2020-03-25 12:45:00
"<5",16,2020-03-25 13:00:00
"5-14",81,2020-03-25 13:00:00
"15-24",509,2020-03-25 13:00:00
"25-34",881,2020-03-25 13:00:00
"35-44",845,2020-03-25 13:00:00
"45-54",1210,2020-03-25 13:00:00
"55-64",945,2020-03-25 13:00:00
">64",1026,2020-03-25 13:00:00
"<5",16,2020-03-25 13:15:00
"5-14",81,2020-03-25 13:15:00
"15-24",509,2020-03-25 13:15:00
"25-34",881,2020-03-25 13:15:00
"35-44",846,2020-03-25 13:15:00
"45-54",1210,2020-03-25 13:15:00
"55-64",945,2020-03-25 13:15:00
">64",1026,2020-03-25 13:15:00
"<5",16,2020-03-25 13:30:00
"5-14",81,2020-03-25 13:30:00
"15-24",509,2020-03-25 13:30:00
"25-34",881,2020-03-25 13:30:00
"35-44",846,2020-03-25 13:30:00
"45-54",1209,2020-03-25 13:30:00
"55-64",945,2020-03-25 13:30:00
">64",1026,2020-03-25 13:30:00
"<5",16,2020-03-25 13:45:00
"5-14",81,2020-03-25 13:45:00
"15-24",509,2020-03-25 13:45:00
"25-34",881,2020-03-25 13:45:00
"35-44",847,2020-03-25 13:45:00
"45-54",1209,2020-03-25 13:45:00
"55-64",947,2020-03-25 13:45:00
">64",1026,2020-03-25 13:45:00
"<5",16,2020-03-25 14:00:00
"5-14",81,2020-03-25 14:00:00
"15-24",509,2020-03-25 14:00:00
"25-34",881,2020-03-25 14:00:00
"35-44",847,2020-03-25 14:00:00
"45-54",1211,2020-03-25 14:00:00
"55-64",948,2020-03-25 14:00:00
">64",1026,2020-03-25 14:00:00
"<5",16,2020-03-25 14:15:00
"5-14",81,2020-03-25 14:15:00
"15-24",510,2020-03-25 14:15:00
"25-34",884,2020-03-25 14:15:00
"35-44",848,2020-03-25 14:15:00
"45-54",1212,2020-03-25 14:15:00
"55-64",948,2020-03-25 14:15:00
">64",1027,2020-03-25 14:15:00
"<5",16,2020-03-25 14:30:00
"5-14",81,2020-03-25 14:30:00
"15-24",514,2020-03-25 14:30:00
"25-34",890,2020-03-25 14:30:00
"35-44",852,2020-03-25 14:30:00
"45-54",1216,2020-03-25 14:30:00
"55-64",956,2020-03-25 14:30:00
">64",1035,2020-03-25 14:30:00
"<5",16,2020-03-25 14:45:00
"5-14",82,2020-03-25 14:45:00
"15-24",514,2020-03-25 14:45:00
"25-34",891,2020-03-25 14:45:00
"35-44",854,2020-03-25 14:45:00
"45-54",1219,2020-03-25 14:45:00
"55-64",957,2020-03-25 14:45:00
">64",1044,2020-03-25 14:45:00
"<5",16,2020-03-25 15:00:00
"5-14",83,2020-03-25 15:00:00
"15-24",514,2020-03-25 15:00:00
"25-34",895,2020-03-25 15:00:00
"35-44",857,2020-03-25 15:00:00
"45-54",1219,2020-03-25 15:00:00
"55-64",958,2020-03-25 15:00:00
">64",1046,2020-03-25 15:00:00
"<5",16,2020-03-25 15:15:00
"5-14",84,2020-03-25 15:15:00
"15-24",514,2020-03-25 15:15:00
"25-34",896,2020-03-25 15:15:00
"35-44",858,2020-03-25 15:15:00
"45-54",1220,2020-03-25 15:15:00
"55-64",958,2020-03-25 15:15:00
">64",1046,2020-03-25 15:15:00
"<5",16,2020-03-25 15:30:00
"5-14",84,2020-03-25 15:30:00
"15-24",517,2020-03-25 15:30:00
"25-34",897,2020-03-25 15:30:00
"35-44",861,2020-03-25 15:30:00
"45-54",1223,2020-03-25 15:30:00
"55-64",961,2020-03-25 15:30:00
">64",1047,2020-03-25 15:30:00
